form_id	submission_id	Consent_Form_no	Q01_Think_Brain_Frequency_no	Q02_DietInfl_no	Q02_DietInfl_no_dummy	Q02_EducationInfl_no	Q02_EducationInfl_no_dummy	Q02_GeneticsInfl_no	Q02_GeneticsInfl_no_dummy	Q02_IncomeInfl_no	Q02_IncomeInfl_no_dummy	Q02_LifeGoalsInfl_no	Q02_LifeGoalsInfl_no_dummy	Q02_PhyEnvironmentInfl_no	Q02_PhyEnvironmentInfl_no_dummy	Q02_PhyHealthInfl_no	Q02_PhyHealthInfl_no_dummy	Q02_ProfessionInfl_no	Q02_ProfessionInfl_no_dummy	Q02_SleepHabitsInfl_no	Q02_SleepHabitsInfl_no_dummy	Q02_SocEnvironmentInfl_no	Q02_SocEnvironmentInfl_no_dummy	Q02_SubstanceInfl_no	Q02_SubstanceInfl_no_dummy	Q03_Adolescence_no	Q03_Adolescence_no_dummy	Q03_Child_no	Q03_Child_no_dummy	Q03_MiddleAge_no	Q03_MiddleAge_no_dummy	Q03_OlderAge_no	Q03_OlderAge_no_dummy	Q03_Womb_no	Q03_Womb_no_dummy	Q03_YoungAdult_no	Q03_YoungAdult_no_dummy	Q04_Brain_Disease_no	Q05_AlcoholGen_no	Q05_AlcoholGen_no_dummy	Q05_ExcerciseGen_no	Q05_ExcerciseGen_no_dummy	Q05_HealthyDietGen_no	Q05_HealthyDietGen_no_dummy	Q05_IntellectGen_no	Q05_IntellectGen_no_dummy	Q05_ProtectionGen_no	Q05_ProtectionGen_no_dummy	Q05_RelaxGen_no	Q05_RelaxGen_no_dummy	Q05_SleepGen_no	Q05_SleepGen_no_dummy	Q05_SmokeGen_no	Q05_SmokeGen_no_dummy	Q05_SocialiseGen_no	Q05_SocialiseGen_no_dummy	Q05_SupplementsGen_no	Q05_SupplementsGen_no_dummy	Q05_WorkLifeBalanceGen_no	Q05_WorkLifeBalanceGen_no_dummy	Q06_BrainHealth_Purpose_Spec_no	Q06_ExcercisePurp_no	Q06_ExcercisePurp_no_dummy	Q06_HealthyDietPurp_no	Q06_HealthyDietPurp_no_dummy	Q06_OtherPurp_no	Q06_OtherPurp_no_dummy	Q06_ProtectionPurp_no	Q06_ProtectionPurp_no_dummy	Q06_RelaxPurp_no	Q06_RelaxPurp_no_dummy	Q06_SleepPurp_no	Q06_SleepPurp_no_dummy	Q06_SocialisePurp_no	Q06_SocialisePurp_no_dummy	Q06_SupplementsPurp_no	Q06_SupplementsPurp_no_dummy	Q06_WorkLifeBalancePurp_no	Q06_WorkLifeBalancePurp_no_dummy	Q07_Test_Criteria_no	Q07_Test_Criteria_Spec_no	Q08_Take_Test_no	Q09a_Test_Reason_no	Q09a_Test_Reason_Spec_no	Q09b_Test_Nonpreventable_no	Q09c_No_Test_no	Q09c_OtherReason_Spec_no	Q10_FamilyFriends_no	Q10_FamilyFriends_no_dummy	Q10_Library_no	Q10_Library_no_dummy	Q10_LifestyleChange_no	Q10_LifestyleChange_no_dummy	Q10_Plan_no	Q10_Plan_no_dummy	Q10_ProfessHelp_no	Q10_ProfessHelp_no_dummy	Q10_TestReactionSpec_no	Q11_BrainStimuli_no	Q11_BrainStimuli_no_dummy	Q11_EatHealthy_no	Q11_EatHealthy_no_dummy	Q11_ExcerciseMore_no	Q11_ExcerciseMore_no_dummy	Q11_ImpSleepingHabits_no	Q11_ImpSleepingHabits_no_dummy	Q11_MoreCulture_no	Q11_MoreCulture_no_dummy	Q11_MoreRelax_no	Q11_MoreRelax_no_dummy	Q11_MoreSocial_no	Q11_MoreSocial_no_dummy	Q11_NoAlcohol_no	Q11_NoAlcohol_no_dummy	Q11_NoSmoking_no	Q11_NoSmoking_no_dummy	Q11_OtherChanges_no	Q11_OtherChanges_no_dummy	Q11_OtherChanges_Spec_no	Q12_MotivateChange_Category_no	Q12_OtherMotivationChange_Spec_no	Q13_NoChange_Motivation_no	Q13_SpecifyNoMotivation_Spec_no	Q14_ChangeAssistance_no	Q14_OtherAssistance_Spec_no	Q15_FreetestAuth_en	Q15_FreetestAuth_en_dummy	Q15_InformAuth_no	Q15_InformAuth_no_dummy	Q15_InsAuth_en	Q15_InsAuth_en_dummy	Q15_RelaxAuth_en	Q15_RelaxAuth_en_dummy	Q15_SubsAuth_no	Q15_SubsAuth_no_dummy	Q15_TaxAuth_no	Q15_TaxAuth_no_dummy	Q16_BrainHealthSpec_no	Q16_BrainHealthSpec_no_dummy	Q16_GP_no	Q16_GP_no_dummy	Q16_HealthAuthWebsites_no	Q16_HealthAuthWebsites_no_dummy	Q16_Newspaper_no	Q16_Newspaper_no_dummy	Q16_OnlineForum_no	Q16_OnlineForum_no_dummy	Q16_PublicResearch_no	Q16_PublicResearch_no_dummy	Q16_ScientificJournals_no	Q16_ScientificJournals_no_dummy	Q16_SocialMedia_no	Q16_SocialMedia_no_dummy	Q16_TVRadio_no	Q16_TVRadio_no_dummy	Q17_BrainResearch_Part_no	Q18_Age_no	Q18_Age_no_dummy	Q19_Residence_no	Q19_Residence_no_dummy	Q20_Sex_no	Q20_Sex_no_dummy	Q21_Education_Coded_no	Q21_Education_Coded_no_dummy	Q22_Relationship_Status_no	Q22_Relationship_Status_no_dummy	Q23_Vocation_categories_no	Q24_Exp_HealthCare_no	Q25_Cognitive_Health_no	Q26_Emotional_Health_no	Q27_Illness_no	Q28_BrainDisease_Care_no
117805	5366091	Consent_Yes_no	Occasionally	Moderate	3	Moderate	3	Moderate	3	Moderate	3	Strong	2	Strong	2	Moderate	3	Moderate	3	Strong	2	Strong	2	Strong	2	Important	2	Important	2	Important	2	Important	2	Important	2	Important	2	Addiction;Alzheimer;Hypertension;Migraine;Schizophrenia;Stroke	Occasionally	2	Occasionally	2	Frequently	1	Frequently	1	NA	NA	Occasionally	2	Occasionally	2	Never	4	Rarely	3	NA	NA	Rarely	3	NA	Occasionally	2	Frequently	1	Rarely	3	Never	4	Occasionally	2	Occasionally	2	Rarely	3	Occasionally	2	Occasionally	2	Accurate;Quick;SocialSecurity	NA	Definitely	LearnRisk	NA	ProbablyNot	NA	NA	NA	NA	Defnot	4	Likely	2	DefYes	1	Likely	2	NA	NotAtAll	5	AlreadyDo	3	AlreadyDo	3	VeryLikely	1	Unlikely	4	AlreadyDo	3	Likely	2	Likely	2	AlreadyDo	3	NA	NA	NA	Fun	NA	NoMotivation;NotHelp;StartNoFun	NA	Checkup;GroupSupport;SupportFamily	NA	Yes	1	Unknown	3	Yes	1	Unknown	3	Yes	1	Unknown	3	GreatExtent	1	Neutral	2	Neutral	2	NotatAll	3	Neutral	2	Neutral	2	Neutral	2	Neutral	2	Neutral	2	No	71-80	5	Norway	126	Female	1	VocationSchool	4	Unmarried	2	Pensioned	Yes	Average	Average	Yes	Yes
117805	5365882	Consent_Yes_no	Frequently	Strong	2	Moderate	3	VeryStrong	1	Moderate	3	Strong	2	NA	NA	VeryStrong	1	Moderate	3	Strong	2	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	Important	2	Important	2	VeryImportant	1	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Never	4	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Går i terapi	Frequently	1	Rarely	3	Frequently	1	Occasionally	2	Occasionally	2	Frequently	1	Never	4	Rarely	3	Rarely	3	Accurate;SocialSecurity	NA	Definitely	Prepare;Respond	NA	DefYes	NA	NA	Defnot	4	Defnot	4	Likely	2	Likely	2	Defnot	4	NA	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	NotAtAll	5	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	Likely	2	NA	NA	NA	Diagnose;ImpactKnown	NA	NoMotivation;NoNeed;NotHelp	NA	Checkup	NA	Yes	1	Yes	1	No	2	Yes	1	Yes	1	No	2	GreatExtent	1	Neutral	2	GreatExtent	1	NotatAll	3	NotatAll	3	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	No	18-25	1	Norway	126	Female	1	HighSchool	3	Unmarried	2	Student	No	AboveAverage	Poor	Yes	Yes
117805	5362914	Consent_Yes_no	Rarely	Moderate	3	Strong	2	Strong	2	Weak	4	Strong	2	Moderate	3	Strong	2	Moderate	3	Strong	2	Strong	2	Strong	2	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Important	2	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Never	4	Frequently	1	Never	4	Frequently	1	NA	Frequently	1	Frequently	1	NA	NA	Frequently	1	Frequently	1	Rarely	3	Frequently	1	Never	4	Occasionally	2	Accurate;NoPain	NA	ProbablyNot	NA	NA	NA	Worry	NA	Unlikely	3	Likely	2	Unlikely	3	Unlikely	3	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	NA	Diagnose;ImpactKnown;WorseMemory	NA	StartNoFun	NA	GP;SupportFamily	NA	Unknown	3	Yes	1	No	2	Yes	1	Unknown	3	Unknown	3	GreatExtent	1	Neutral	2	GreatExtent	1	Neutral	2	NotatAll	3	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	41-60	3	Norway	126	Female	1	GradSchool	5	DomesticPartner	3	Employed	No	Average	Average	Yes	Yes
117805	5357794	Consent_Yes_no	Frequently	VeryStrong	1	VeryStrong	1	Strong	2	Moderate	3	VeryStrong	1	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Never	4	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Rarely	3	Frequently	1	Never	4	Occasionally	2	Occasionally	2	Rarely	3	Går tur i frisk luft, lærer språk, leser bøker fra ulike epoker/på norsk, engelsk og gammelnorsk/dansk, diskuterer med ulike mennesker og drar på foredrag/kunstutstillinger/konserter. Ser på alle disse tingene som knyttet til hjernen og både den psykiske og fysiske helsen.	Occasionally	2	Frequently	1	NA	NA	Frequently	1	Occasionally	2	Frequently	1	Rarely	3	Frequently	1	Never	4	Accurate;Cheap;Quick	NA	Probably	LearnRisk;Respond	NA	ProbablyNot	NA	NA	DefYes	1	DefYes	1	DefYes	1	DefYes	1	DefYes	1	Vært kritisk til informasjon på nett - det er mye alternative behandlingsmetoder og blogger som påstår mye uten vitenskapelig grunnlag. Ellers ville jeg prøvd å finne flere kilder og informasjon og råd fra ulike personer. Snakket med eller lest noe av noen som har erfaring med denne hjernesykdommen.	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	Hvis jeg hadde fått vite av en doktor jeg stoler på at livsstilen min fører til utvikling av hjernesykdom, ville jeg gjort mitt beste for å endre den. Jeg hadde kanskje undersøkt litt selv på nett, lest litt rundt og hørt med ulike personer hva som anbefales i tillegg, og ikke gått inn for rådene til kun en person.	Diagnose;Family;ImpactKnown	NA	Expensive;NoInfo;NotHelp	NA	Checkup;GP	NA	No	2	Yes	1	Unknown	3	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	NotatAll	3	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	18-25	1	Norway	126	Female	1	HighSchool	3	Single	1	Student	No	Excellent	UnderAverage	Yes	Yes
117805	5355585	Consent_Yes_no	Frequently	Strong	2	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	VeryStrong	1	Strong	2	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Never	4	Frequently	1	Frequently	1	Occasionally	2	Gå tur	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Occasionally	2	OtherCriteria;SocialSecurity	Man får ikke gjort det i en enkelt test. Verken med CT eller MR. Hjernen er så mye mer.	Definitely	OtherMotivation;Respond	Jeg har allerede kronisk migrene og migrene Hemiplegi. Så jeg syntes det hadde vært interessant å funnet ut om man kunne gjort noe som kunne hjulpet.	ProbablyYes	NA	NA	Likely	2	DefYes	1	DefYes	1	DefYes	1	Unlikely	3	Hvis jeg hadde fått rede på at jeg var i faresonen for en diagnose. Så kan man ikke kontakte fastlege før man eventuelt har noen problemer eller symptomer. Da er man bare hypokonder. Det viktigste er å prøve å forebygge.	Likely	2	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	NA	FamilySupport;ImpactKnown;WorseMemory	NA	Expensive	NA	Checkup;GP;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Unknown	3	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	NotatAll	3	No	26-40	2	Norway	126	Female	1	GradSchool	5	DomesticPartner	3	Disabled	Yes	AboveAverage	AboveAverage	Yes	Yes
117805	5353613	Consent_Yes_no	Rarely	Strong	2	Strong	2	Strong	2	Strong	2	Moderate	3	VeryStrong	1	Strong	2	Strong	2	VeryStrong	1	VeryStrong	1	VeryStrong	1	VeryImportant	1	VeryImportant	1	Important	2	Important	2	VeryImportant	1	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Rarely	3	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Never	4	Occasionally	2	Never	4	Frequently	1	NA	Rarely	3	Frequently	1	Never	4	Frequently	1	Frequently	1	Occasionally	2	Occasionally	2	Never	4	Frequently	1	Accurate;Cheap;Quick	NA	Probably	LearnRisk;Respond	NA	ProbablyNot	NA	NA	DefYes	1	DefYes	1	DefYes	1	Likely	2	Likely	2	NA	VeryLikely	1	VeryLikely	1	Likely	2	VeryLikely	1	Likely	2	VeryLikely	1	Likely	2	Likely	2	VeryLikely	1	NA	NA	NA	Diagnose;PersonalAdvice;WorseMemory	NA	Alone;Expensive;NotHelp	NA	Checkup;GP;SupportFamily	NA	Yes	1	Yes	1	Unknown	3	Unknown	3	Yes	1	No	2	GreatExtent	1	Neutral	2	GreatExtent	1	Neutral	2	Neutral	2	GreatExtent	1	Neutral	2	NotatAll	3	Neutral	2	No	18-25	1	Norway	126	Female	1	HighSchool	3	Widowed	5	Student	Yes	Average	AboveAverage	No	No
117805	5352305	Consent_Yes_no	Occasionally	Strong	2	Moderate	3	Strong	2	Moderate	3	Strong	2	Strong	2	Strong	2	Moderate	3	VeryStrong	1	Strong	2	Strong	2	VeryImportant	1	VeryImportant	1	Important	2	Important	2	Important	2	Important	2	Addiction;Alzheimer;Anxiety;Arthritis;Bipolar;Cancer;Depression;Diabetes;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Occasionally	2	Never	4	Occasionally	2	Rarely	3	Occasionally	2	Pleie ekteskapet	Occasionally	2	Rarely	3	Occasionally	2	Frequently	1	Occasionally	2	Frequently	1	Occasionally	2	Rarely	3	Rarely	3	Accurate;Quick;SocialSecurity	NA	Probably	Information;Respond	NA	ProbablyNot	NA	NA	DefYes	1	DefYes	1	Likely	2	Likely	2	DefYes	1	NA	AlreadyDo	3	VeryLikely	1	VeryLikely	1	VeryLikely	1	Unlikely	4	VeryLikely	1	Likely	2	AlreadyDo	3	AlreadyDo	3	NA	NA	NA	Family;ImpactKnown;PersonalAdvice	NA	NoMotivation;NotHelp;StartNoFun	NA	Checkup;GP;MobileApp;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	GreatExtent	1	GreatExtent	1	Neutral	2	GreatExtent	1	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	41-60	3	Norway	126	Female	1	GradSchool	5	DomesticPartner	3	Employed	Yes	Excellent	Average	Yes	Yes
117805	5352303	Consent_Yes_no	Occasionally	VeryStrong	1	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	Strong	2	Strong	2	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Schizophrenia;Stroke	Rarely	3	Rarely	3	Rarely	3	Frequently	1	Occasionally	2	Rarely	3	Rarely	3	Rarely	3	Frequently	1	Rarely	3	Frequently	1	NA	Rarely	3	Rarely	3	NA	NA	Rarely	3	Rarely	3	Occasionally	2	Frequently	1	Rarely	3	Frequently	1	Accurate;Cheap;SocialSecurity	NA	Probably	Information;Respond	NA	ProbablyYes	NA	NA	Unlikely	3	Likely	2	Likely	2	Unlikely	3	DefYes	1	NA	Likely	2	Likely	2	Likely	2	Likely	2	Unlikely	4	Likely	2	VeryLikely	1	Likely	2	Likely	2	NA	NA	NA	Diagnose;ImpactKnown;WorseMemory	NA	Expensive;NoMotivation;StartNoFun	NA	Checkup;GP;SupportFamily	NA	Yes	1	Yes	1	No	2	Yes	1	Yes	1	No	2	GreatExtent	1	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	Neutral	2	Neutral	2	NotatAll	3	Neutral	2	No	18-25	1	Norway	126	Female	1	HighSchool	3	Unmarried	2	Student	No	Average	UnderAverage	Yes	No
117805	5352261	Consent_Yes_no	Frequently	VeryStrong	1	Moderate	3	Moderate	3	Weak	4	Moderate	3	VeryStrong	1	Strong	2	Weak	4	VeryStrong	1	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	ModImportant	3	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Rarely	3	Occasionally	2	Occasionally	2	Frequently	1	Never	4	Rarely	3	Occasionally	2	Never	4	Frequently	1	Occasionally	2	Rarely	3	NA	Occasionally	2	Occasionally	2	NA	NA	Never	4	Rarely	3	Rarely	3	Frequently	1	Occasionally	2	Rarely	3	Accurate;NoPain;SocialSecurity	NA	Probably	Information;Respond	NA	ProbablyYes	NA	NA	Likely	2	DefYes	1	Likely	2	DefYes	1	DefYes	1	NA	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	Likely	2	VeryLikely	1	VeryLikely	1	VeryLikely	1	VeryLikely	1	NA	NA	NA	Diagnose;PersonalAdvice;WorseMemory	NA	Expensive;NoInfo;NotHelp	NA	Checkup;GP;SupportFamily	NA	Yes	1	Yes	1	Unknown	3	Unknown	3	Yes	1	No	2	GreatExtent	1	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	18-25	1	Norway	126	Female	1	HighSchool	3	Single	1	Student	No	Average	Average	Yes	No
117805	5352237	Consent_Yes_no	Frequently	Moderate	3	Weak	4	VeryStrong	1	Strong	2	Strong	2	VeryStrong	1	Moderate	3	Moderate	3	Strong	2	Strong	2	Weak	4	VeryImportant	1	VeryImportant	1	ModImportant	3	ModImportant	3	Important	2	Important	2	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Parkinson;Schizophrenia;Stroke	Frequently	1	Rarely	3	Occasionally	2	Occasionally	2	Rarely	3	Frequently	1	Rarely	3	Occasionally	2	Frequently	1	Rarely	3	Frequently	1	NA	Occasionally	2	Occasionally	2	NA	NA	Rarely	3	Frequently	1	Occasionally	2	Frequently	1	Rarely	3	Frequently	1	Accurate;Cheap;SocialSecurity	NA	Probably	Information;Respond	NA	ProbablyNot	NA	NA	DefYes	1	DefYes	1	Likely	2	Unlikely	3	Likely	2	NA	Unlikely	4	Likely	2	Likely	2	Unlikely	4	AlreadyDo	3	VeryLikely	1	AlreadyDo	3	NA	NA	Likely	2	NA	NA	NA	Diagnose;ImpactKnown;WorseMemory	NA	NoInfo;NoMotivation;NotHelp	NA	Checkup;GP;GroupSupport	NA	Yes	1	Yes	1	Yes	1	Unknown	3	Yes	1	Yes	1	GreatExtent	1	NotatAll	3	GreatExtent	1	NotatAll	3	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	GreatExtent	1	No	18-25	1	Norway	126	Male	2	HighSchool	3	Unmarried	2	Employed	No	BelowAverage	AboveAverage	Yes	No
117805	5352197	Consent_Yes_no	Occasionally	Strong	2	Strong	2	VeryStrong	1	Moderate	3	Strong	2	Weak	4	Strong	2	Strong	2	Strong	2	Strong	2	VeryStrong	1	Important	2	VeryImportant	1	Important	2	VeryImportant	1	VeryImportant	1	ModImportant	3	Addiction;Alzheimer;Anxiety;Bipolar;Cancer;Depression;Hypertension;Migraine;Parkinson;Schizophrenia;Stroke	Occasionally	2	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Rarely	3	Never	4	Frequently	1	Occasionally	2	Frequently	1	Deltar på quiz	Occasionally	2	Frequently	1	Frequently	1	Frequently	1	Frequently	1	Rarely	3	Frequently	1	Occasionally	2	Frequently	1	Accurate;NoPain;SocialSecurity	NA	ProbablyNot	NA	NA	NA	DoNotWantToKnow;Worry	NA	Likely	2	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	AlreadyDo	3	AlreadyDo	3	Likely	2	VeryLikely	1	AlreadyDo	3	AlreadyDo	3	AlreadyDo	3	Likely	2	AlreadyDo	3	NA	NA	NA	FamilySupport;ImpactKnown;WorseMemory	NA	GiveupHobby;NotHelp;StartNoFun	NA	Checkup;GP;SupportFamily	NA	Unknown	3	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	GreatExtent	1	NotatAll	3	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	41-60	3	Norway	126	Male	2	GradSchool	5	DomesticPartner	3	Employed	Yes	AboveAverage	AboveAverage	No	Yes
117805	5352193	Consent_Yes_no	Frequently	Moderate	3	Strong	2	VeryStrong	1	Moderate	3	Strong	2	Moderate	3	Strong	2	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Addiction;Alzheimer;Anxiety;Bipolar;Depression;Migraine;Schizophrenia;Stroke	Frequently	1	Rarely	3	Rarely	3	Never	4	Occasionally	2	Never	4	Occasionally	2	Never	4	Occasionally	2	Frequently	1	Rarely	3	NA	Never	4	Rarely	3	NA	NA	Frequently	1	Never	4	Occasionally	2	Rarely	3	Frequently	1	Never	4	Accurate;NoPain;SocialSecurity	NA	Definitely	Information;Respond	NA	DefYes	NA	NA	DefYes	1	DefYes	1	Likely	2	Likely	2	DefYes	1	NA	Likely	2	VeryLikely	1	Likely	2	VeryLikely	1	Likely	2	VeryLikely	1	VeryLikely	1	NotAtAll	5	VeryLikely	1	NA	NA	NA	Diagnose;PersonalAdvice;WorseMemory	NA	GiveupHobby;NoMotivation;NoTime	NA	Checkup;GP;MobileApp;SupportFamily	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	Neutral	2	NotatAll	3	NotatAll	3	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	No	18-25	1	Norway	126	Female	1	HighSchool	3	Single	1	Disabled;Student;Unemployed	No	Poor	Poor	Yes	No
117805	5350222	Consent_Yes_no	Frequently	Strong	2	Strong	2	VeryStrong	1	Weak	4	Strong	2	Strong	2	Strong	2	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Alzheimer;Migraine;Parkinson;Stroke	Occasionally	2	Frequently	1	Frequently	1	Never	4	Frequently	1	Occasionally	2	Occasionally	2	Never	4	Frequently	1	Frequently	1	Occasionally	2	NA	Frequently	1	Frequently	1	NA	NA	Frequently	1	Frequently	1	Occasionally	2	Frequently	1	Frequently	1	Occasionally	2	Cheap;NoPain	NA	Probably	Respond	NA	ProbablyYes	NA	NA	NA	NA	DefYes	1	DefYes	1	DefYes	1	DefYes	1	NA	Unlikely	4	VeryLikely	1	VeryLikely	1	Likely	2	VeryLikely	1	VeryLikely	1	VeryLikely	1	Likely	2	AlreadyDo	3	NA	NA	NA	Diagnose;ImpactKnown;WorseMemory	NA	Expensive;NoInfo;NoTime	NA	Checkup;GP;GroupSupport;MobileApp	NA	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	Yes	1	GreatExtent	1	Neutral	2	Neutral	2	NotatAll	3	Neutral	2	GreatExtent	1	GreatExtent	1	NotatAll	3	Neutral	2	Yes	41-60	3	Norway	126	Female	1	GradSchool	5	DomesticPartner	3	Disabled	No	Poor	Average	Yes	No
117805	5349605	Consent_Yes_no	Rarely	Strong	2	Strong	2	Strong	2	NoInfluence	5	Strong	2	Strong	2	Strong	2	Strong	2	VeryStrong	1	Strong	2	VeryStrong	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	VeryImportant	1	Alzheimer;Anxiety;Bipolar;Depression;Migraine;Schizophrenia;Stroke	Never	4	Rarely	3	Occasionally	2	Occasionally	2	NA	NA	Occasionally	2	Frequently	1	Never	4	Rarely	3	Frequently	1	NA	NA	Bachs blomstermedisin	Occasionally	2	Occasionally	2	NA	NA	NA	NA	Occasionally	2	Frequently	1	Rarely	3	Frequently	1	NA	NA	Accurate;NoPain;SocialSecurity	NA	Definitely	LearnRisk;Respond	NA	ProbablyNot	NA	NA	DefYes	1	DefYes	1	DefYes	1	Likely	2	DefYes	1	NA	VeryLikely	1	VeryLikely	1	NA	NA	VeryLikely	1	Likely	2	Likely	2	Likely	2	AlreadyDo	3	AlreadyDo	3	NA	NA	Har ME, så å trene blir vanskelig	Diagnose;ImpactKnown;WorseMemory	NA	Expensive;NoInfo	NA	Checkup;GP;GroupSupport;MobileApp;SupportFamily	NA	Yes	1	Yes	1	NA	NA	Yes	1	Yes	1	Unknown	3	GreatExtent	1	GreatExtent	1	Neutral	2	Neutral	2	Neutral	2	GreatExtent	1	GreatExtent	1	NA	NA	GreatExtent	1	No	41-60	3	Norway	126	Female	1	GradSchool	5	DomesticPartner	3	Disabled	No	Excellent	Average	Yes	No
